scope,statistic,ngram_order,value,object_count,object_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
all,caption_ngram,2,significantly more,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,with baselines,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,in eq,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the setting,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,g the,6,0.001111,5,0.02,0.02
all,caption_ngram,2,trained from,6,0.001111,6,0.024,0.025
all,caption_ngram,2,to achieve,6,0.001111,6,0.024,0.025
all,caption_ngram,2,a shared,6,0.001111,6,0.024,0.02
all,caption_ngram,2,to align,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,show a,6,0.001111,5,0.02,0.02
all,caption_ngram,2,split into,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,a final,6,0.001111,6,0.024,0.025
all,caption_ngram,2,we remove,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,table robustness,6,0.001111,5,0.02,0.02
all,caption_ngram,2,b results,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,inference time,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,input image,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,the architecture,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the stable,6,0.001111,5,0.02,0.02
all,caption_ngram,2,are plotted,6,0.001111,6,0.024,0.025
all,caption_ngram,2,is highly,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,to capture,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,capture the,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,an optimal,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,under two,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,iterations and,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,methods a,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,with corresponding,6,0.001111,5,0.02,0.016667
all,caption_ngram,2,under both,6,0.001111,5,0.02,0.02
all,caption_ngram,2,training datasets,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,each token,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,pairwise comparisons,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,b left,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,al on,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,three different,6,0.001111,5,0.02,0.02
all,caption_ngram,2,reduction in,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,the whole,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,step t,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,of b,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,length is,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,demonstrates the,6,0.001111,6,0.024,0.025
all,caption_ngram,2,the color,6,0.001111,5,0.02,0.02
all,caption_ngram,2,error and,6,0.001111,5,0.02,0.02
all,caption_ngram,2,process of,6,0.001111,6,0.024,0.025
all,caption_ngram,2,results use,6,0.001111,6,0.024,0.025
all,caption_ngram,2,update the,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,samples generated,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,them into,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,components in,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,k in,6,0.001111,6,0.024,0.025
all,caption_ngram,2,representing the,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,weight and,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,and prompt,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,are represented,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,performance the,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,risk is,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,the numbers,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,llm and,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,a novel,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,strategies on,6,0.001111,5,0.02,0.02
all,caption_ngram,2,a strong,6,0.001111,6,0.024,0.025
all,caption_ngram,2,pairs for,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,moving average,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,highlighted with,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,liu et,6,0.001111,6,0.024,0.025
all,caption_ngram,2,qualitative analysis,6,0.001111,5,0.02,0.02
all,caption_ngram,2,data distribution,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,was trained,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,different data,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,a pretrained,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,for instance,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,to predict,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,framework for,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,different sizes,6,0.001111,6,0.024,0.025
all,caption_ngram,2,window size,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,accuracy is,6,0.001111,6,0.024,0.025
all,caption_ngram,2,the conditional,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,for image,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,faster convergence,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,but the,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,the oracle,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the key,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,two examples,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,differences in,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,follow the,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,is no,6,0.001111,6,0.024,0.02
all,caption_ngram,2,employs a,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,the metrics,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,reasoning on,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the local,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,throughout the,6,0.001111,6,0.024,0.028333
all,caption_ngram,2,right panel,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,of key,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,key hyperparameters,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,computational overhead,6,0.001111,6,0.024,0.025
all,caption_ngram,2,parameters in,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,for t,6,0.001111,5,0.02,0.02
all,caption_ngram,2,required to,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,after a,6,0.001111,6,0.024,0.025
all,caption_ngram,2,for comparison,6,0.001111,6,0.024,0.025
all,caption_ngram,2,directly from,6,0.001111,6,0.024,0.028333
all,caption_ngram,2,samples on,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,in some,6,0.001111,5,0.02,0.02
all,caption_ngram,2,with larger,6,0.001111,6,0.024,0.02
all,caption_ngram,2,calculated by,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,with llama,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,figure relative,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,results indicate,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,average score,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,suggests that,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,to random,6,0.001111,5,0.02,0.02
all,caption_ngram,2,required for,6,0.001111,5,0.02,0.02
all,caption_ngram,2,benchmark we,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,and number,6,0.001111,5,0.02,0.02
all,caption_ngram,2,train the,6,0.001111,6,0.024,0.02
all,caption_ngram,2,study the,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the small,6,0.001111,6,0.024,0.025
all,caption_ngram,2,for simplicity,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,able to,6,0.001111,6,0.024,0.021667
all,caption_ngram,2,with only,6,0.001111,5,0.02,0.02
all,caption_ngram,2,scores under,6,0.001111,5,0.02,0.02
all,caption_ngram,2,has the,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,improves with,6,0.001111,5,0.02,0.02
all,caption_ngram,2,near zero,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,the previous,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,the selection,6,0.001111,5,0.02,0.02
all,caption_ngram,2,pairs are,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,and w,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,the utility,6,0.001111,5,0.02,0.02
all,caption_ngram,2,combined with,6,0.001111,5,0.02,0.02
all,caption_ngram,2,the orange,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,set and,6,0.001111,5,0.02,0.02
all,caption_ngram,2,to estimate,6,0.001111,5,0.02,0.02
all,caption_ngram,2,are grouped,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,maximum number,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,a baseline,6,0.001111,5,0.02,0.02
all,caption_ngram,2,figure correlation,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,and reasoning,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,while maintaining,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,marked by,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,the horizontal,6,0.001111,5,0.02,0.02
all,caption_ngram,2,show only,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,not improve,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,downstream performance,6,0.001111,5,0.02,0.02
all,caption_ngram,2,b is,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,recovers the,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,effect on,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,magnitude of,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,we construct,6,0.001111,5,0.02,0.025
all,caption_ngram,2,images and,6,0.001111,5,0.02,0.02
all,caption_ngram,2,runtime per,6,0.001111,5,0.02,0.025
all,caption_ngram,2,the complete,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,pretrained model,6,0.001111,5,0.02,0.021667
all,caption_ngram,2,table runtime,6,0.001111,5,0.02,0.025
all,caption_ngram,2,each cell,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,yields the,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,details on,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,nature of,6,0.001111,6,0.024,0.026667
all,caption_ngram,2,component of,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,to better,6,0.001111,6,0.024,0.028333
all,caption_ngram,2,performance metrics,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,configuration and,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,more examples,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,figure attention,6,0.001111,5,0.02,0.018333
all,caption_ngram,2,table key,6,0.001111,5,0.02,0.023333
all,caption_ngram,2,with similar,6,0.001111,6,0.024,0.023333
all,caption_ngram,2,table distribution,6,0.001111,6,0.024,0.025
all,caption_ngram,2,in performance,6,0.001111,6,0.024,0.02
all,caption_ngram,2,llms with,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,of six,5,0.000926,5,0.02,0.02
all,caption_ngram,2,models when,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,the more,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,kl divergence,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,construct a,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,the ablation,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,at which,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,correlation of,5,0.000926,5,0.02,0.02
all,caption_ngram,2,figure image,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,hidden state,5,0.000926,5,0.02,0.02
all,caption_ngram,2,yang et,5,0.000926,5,0.02,0.02
all,caption_ngram,2,when trained,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,trained to,5,0.000926,5,0.02,0.02
all,caption_ngram,2,beyond the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,sequence lengths,5,0.000926,5,0.02,0.02
all,caption_ngram,2,see sec,5,0.000926,5,0.02,0.02
all,caption_ngram,2,figure pass,5,0.000926,5,0.02,0.02
all,caption_ngram,2,importance of,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,tokens with,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,a reasoning,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,token budget,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,by training,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,improvement is,5,0.000926,5,0.02,0.02
all,caption_ngram,2,measure the,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,a higher,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,higher than,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the order,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,if the,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,and respectively,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,figure evaluation,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,model while,5,0.000926,5,0.02,0.02
all,caption_ngram,2,and full,5,0.000926,5,0.02,0.02
all,caption_ngram,2,method with,5,0.000926,5,0.02,0.02
all,caption_ngram,2,on one,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,of existing,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,for other,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,of five,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,a better,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,section and,5,0.000926,5,0.02,0.02
all,caption_ngram,2,seems to,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,even though,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,pass of,5,0.000926,5,0.02,0.02
all,caption_ngram,2,introduces a,5,0.000926,5,0.02,0.02
all,caption_ngram,2,both models,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,section the,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the embedding,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,data construction,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,are conducted,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,reconstruct the,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,composed of,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,introduced by,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,figure architecture,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,and semantic,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,point clouds,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,by leveraging,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,evaluated in,5,0.000926,5,0.02,0.02
all,caption_ngram,2,time seconds,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,their corresponding,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the range,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,figure pipeline,5,0.000926,5,0.02,0.02
all,caption_ngram,2,to provide,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,into three,5,0.000926,5,0.02,0.02
all,caption_ngram,2,samples of,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,generalization on,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,overall framework,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,section for,5,0.000926,5,0.02,0.02
all,caption_ngram,2,begins with,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the center,5,0.000926,5,0.02,0.02
all,caption_ngram,2,below the,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the amount,5,0.000926,5,0.02,0.02
all,caption_ngram,2,reducing the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,to all,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,of gaussian,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,the information,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,compare our,5,0.000926,5,0.02,0.02
all,caption_ngram,2,variance and,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,a human,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,and human,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,v and,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,main text,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,generation for,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,gpu memory,5,0.000926,5,0.02,0.02
all,caption_ngram,2,in practice,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,models use,5,0.000926,5,0.02,0.02
all,caption_ngram,2,quality is,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,to match,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,of sampled,5,0.000926,5,0.02,0.02
all,caption_ngram,2,of frames,5,0.000926,5,0.02,0.02
all,caption_ngram,2,on performance,5,0.000926,5,0.02,0.02
all,caption_ngram,2,a lower,5,0.000926,5,0.02,0.02
all,caption_ngram,2,efficiency of,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,divergence and,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,are first,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,coherence and,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,between and,5,0.000926,5,0.02,0.02
all,caption_ngram,2,trade-off between,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,supports the,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,the framework,5,0.000926,5,0.02,0.02
all,caption_ngram,2,parameters and,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,highlights the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,respectively for,5,0.000926,5,0.02,0.02
all,caption_ngram,2,as they,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,final token,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,near the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,rest of,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the noise,5,0.000926,5,0.02,0.02
all,caption_ngram,2,demonstrating its,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,varying numbers,5,0.000926,5,0.02,0.02
all,caption_ngram,2,method the,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,when it,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,semantic and,5,0.000926,5,0.02,0.02
all,caption_ngram,2,while our,5,0.000926,5,0.02,0.02
all,caption_ngram,2,generation the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,a distinct,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,representation of,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the set,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,with training,5,0.000926,5,0.02,0.02
all,caption_ngram,2,of token,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,and effective,5,0.000926,5,0.02,0.02
all,caption_ngram,2,models exhibit,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the improvement,5,0.000926,5,0.02,0.02
all,caption_ngram,2,examples for,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,pipeline for,5,0.000926,5,0.02,0.02
all,caption_ngram,2,figure illustrates,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,more accurate,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,image quality,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,by gpt,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,models bottom,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,recall and,5,0.000926,5,0.02,0.02
all,caption_ngram,2,panel shows,5,0.000926,5,0.02,0.02
all,caption_ngram,2,provides the,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,to reach,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,framework the,5,0.000926,5,0.02,0.02
all,caption_ngram,2,guided by,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the flow,5,0.000926,5,0.02,0.02
all,caption_ngram,2,i the,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,on other,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the question,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,value and,5,0.000926,5,0.02,0.02
all,caption_ngram,2,are highly,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,next token,5,0.000926,5,0.02,0.02
all,caption_ngram,2,of input,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,the-art methods,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,provides an,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,accompanied by,5,0.000926,5,0.02,0.02
all,caption_ngram,2,that while,5,0.000926,5,0.02,0.02
all,caption_ngram,2,rely on,5,0.000926,5,0.02,0.02
all,caption_ngram,2,enabling the,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,method we,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,a significant,5,0.000926,5,0.02,0.016667
all,caption_ngram,2,ranging from,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,reference and,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,datasets each,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,designed to,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,baseline the,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,suffers from,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,in particular,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,sizes the,5,0.000926,5,0.02,0.018333
all,caption_ngram,2,contribution of,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,the only,5,0.000926,5,0.02,0.02
all,caption_ngram,2,is observed,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,norm and,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,reasoning capabilities,5,0.000926,5,0.02,0.025
all,caption_ngram,2,the space,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,with three,5,0.000926,5,0.02,0.02
all,caption_ngram,2,each pair,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,in turn,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,m the,5,0.000926,5,0.02,0.025
all,caption_ngram,2,both methods,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,generated with,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,while keeping,5,0.000926,5,0.02,0.025
all,caption_ngram,2,the weights,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,to have,5,0.000926,5,0.02,0.02
all,caption_ngram,2,frequency of,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,are omitted,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,a lightweight,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,we provide,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,the metric,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,components a,5,0.000926,5,0.02,0.021667
all,caption_ngram,2,small number,5,0.000926,5,0.02,0.023333
all,caption_ngram,2,state space,5,0.000926,5,0.02,0.023333
